customer_id|loan_type|amount_utilized|utilization_date|loan_reason
CUST056321|Credit Card Loan|311000|2025-03-09|It would be greatly appreciated if that the scheduled timeline for the project remains unchanged
CUST097637|Top-Up Loan|175000|2024-05-13|I am writing to follow up that the project deliverables are submitted by the upcoming deadline
CUST022335|Education Loan|765000|2025-02-02|We should arrange a meeting that the revised contract terms are reviewed and accepted
CUST032705|Home Loan|42000|2024-09-28|We are awaiting your confirmation that the project deliverables are submitted by the upcoming deadline
CUST010292|Medical Loan|828000|2024-11-01|I am writing to follow up that the invoice details are correctly reflected in your records
CUST086482|Credit Card Loan|860000|2025-02-04|Just wanted to say we could hang out by the beach before it gets colder again
CUST046581|Business Loan|735000|2025-01-22|We should arrange a meeting that the scheduled timeline for the project remains unchanged
CUST025187|Credit Card Loan|911000|2024-10-07|The requested documents have been prepared and that the project deliverables are submitted by the upcoming deadline
CUST085241|Auto Loan|940000|2024-08-02|I would like to inform you that the updated policy guidelines have been distributed to all departments
CUST052067|Auto Loan|464000|2025-01-11|I am writing to follow up that there are no pending items before the closure of this phase
CUST026050|Top-Up Loan|798000|2025-04-18|I am writing to follow up that the project deliverables are submitted by the upcoming deadline
CUST021319|Top-Up Loan|53000|2024-07-15|It would be greatly appreciated if that the scheduled timeline for the project remains unchanged
CUST097631|Travel Loan|194000|2024-10-07|It would be greatly appreciated if that your comments are incorporated into the final version of the agreement
CUST074345|Auto Loan|328000|2024-06-30|It has been way too long since we could start working on that project idea we joked about earlier
CUST010503|Top-Up Loan|695000|2024-10-21|Thank you for your attention that we maintain open communication during the implementation period
CUST064173|Top-Up Loan|143000|2024-10-24|Please do not hesitate to reach out that there are no pending items before the closure of this phase
CUST062689|Home Loan|757000|2024-11-06|Please do not hesitate to reach out that the revised contract terms are reviewed and accepted
CUST068256|Home Loan|115000|2024-08-13|It would be awesome if we could go on a spontaneous road trip without much planning
CUST039236|Loan Against Deposit|223000|2024-11-11|I am writing to follow up that all compliance requirements have been successfully met
CUST014098|Home Loan|345000|2024-12-24|You should definitely join we could spend a lazy Sunday just binge-watching old shows
CUST099509|Business Loan|594000|2024-06-02|Please do not hesitate to reach out that there are no pending items before the closure of this phase
CUST018086|Medical Loan|607000|2024-10-22|I am writing to follow up that the scheduled timeline for the project remains unchanged
CUST059292|Loan Against Deposit|387000|2024-10-11|Let me know if we could go for a hike if the weather stays good
CUST063688|Business Loan|575000|2025-01-29|It would be awesome if we could go for a hike if the weather stays good
CUST078410|Business Loan|953000|2024-09-29|Please do not hesitate to reach out that the revised contract terms are reviewed and accepted
CUST091362|Home Loan|359000|2024-09-21|Please ensure that that the revised contract terms are reviewed and accepted
CUST078080|Business Loan|19000|2025-03-25|The requested documents have been prepared and that all compliance requirements have been successfully met
CUST012694|Business Loan|943000|2024-10-27|I would like to inform you that the updated policy guidelines have been distributed to all departments
CUST006623|Credit Card Loan|372000|2025-02-24|Thinking we should we could check out that new movie you mentioned last month
CUST015999|Auto Loan|149000|2024-09-29|We should arrange a meeting that the project deliverables are submitted by the upcoming deadline
CUST022392|Auto Loan|703000|2024-11-21|It would be greatly appreciated if that the scheduled timeline for the project remains unchanged
CUST086769|Top-Up Loan|494000|2024-10-07|Please do not hesitate to reach out that we maintain open communication during the implementation period
CUST058802|Business Loan|515000|2024-05-19|Please ensure that that we maintain open communication during the implementation period
CUST015140|Personal Loan|237000|2025-03-15|We are awaiting your confirmation that your valuable feedback is shared with the broader management team
CUST013918|Medical Loan|91000|2024-05-18|Kindly let me know that the revised contract terms are reviewed and accepted
CUST070174|Home Loan|366000|2025-02-04|I am writing to follow up that the updated policy guidelines have been distributed to all departments
CUST060597|Auto Loan|517000|2024-09-15|Please ensure that that your valuable feedback is shared with the broader management team
CUST008415|Travel Loan|912000|2024-06-25|Maybe we can plan something we could go on a spontaneous road trip without much planning
CUST013168|Home Loan|140000|2024-06-05|It would be awesome if we could spend a lazy Sunday just binge-watching old shows
CUST036262|Home Loan|471000|2024-06-09|It would be greatly appreciated if that we maintain open communication during the implementation period
CUST077662|Credit Card Loan|59000|2025-01-02|I am writing to follow up that the revised contract terms are reviewed and accepted
CUST054027|Credit Card Loan|342000|2024-08-26|You should definitely join we could start working on that project idea we joked about earlier
CUST069592|Top-Up Loan|387000|2024-12-20|Kindly let me know that your valuable feedback is shared with the broader management team
CUST057535|Education Loan|932000|2025-03-14|I am writing to follow up that there are no pending items before the closure of this phase
CUST036426|Loan Against Deposit|604000|2024-06-18|Let me know if we could go for a hike if the weather stays good
CUST016883|Top-Up Loan|368000|2024-06-15|It has been way too long since we could go on a spontaneous road trip without much planning
CUST058720|Personal Loan|469000|2025-02-16|Please ensure that that the invoice details are correctly reflected in your records
CUST053427|Auto Loan|120000|2024-07-09|We seriously need to we could go for a hike if the weather stays good
CUST003349|Loan Against Deposit|565000|2024-04-23|Thinking we should we could check out that new movie you mentioned last month
CUST043601|Home Loan|412000|2024-04-23|Thank you for your attention that we maintain open communication during the implementation period
CUST056781|Auto Loan|336000|2024-09-24|The requested documents have been prepared and that all compliance requirements have been successfully met
CUST098217|Personal Loan|870000|2024-12-01|It has been way too long since we could try that new pizza place everyone keeps recommending
CUST012906|Education Loan|90000|2024-05-23|Thinking we should we could start working on that project idea we joked about earlier
CUST048793|Home Loan|756000|2024-06-21|Thank you for your attention that your comments are incorporated into the final version of the agreement
CUST024426|Home Loan|105000|2025-02-28|Please ensure that that the project deliverables are submitted by the upcoming deadline
CUST092167|Personal Loan|674000|2025-02-23|Please ensure that that the project deliverables are submitted by the upcoming deadline
CUST001213|Top-Up Loan|614000|2024-12-28|The requested documents have been prepared and that the invoice details are correctly reflected in your records
CUST030551|Travel Loan|885000|2025-01-31|Let me know if we could go for a hike if the weather stays good
CUST019171|Top-Up Loan|395000|2025-04-07|Maybe we can plan something we could check out that new movie you mentioned last month
CUST095679|Credit Card Loan|93000|2024-12-04|Kindly let me know that your valuable feedback is shared with the broader management team
CUST087968|Education Loan|835000|2024-07-06|You should definitely join we could spend a lazy Sunday just binge-watching old shows
CUST091417|Loan Against Deposit|801000|2024-07-26|I would like to inform you that the revised contract terms are reviewed and accepted
CUST023560|Education Loan|168000|2024-12-15|It would be greatly appreciated if that the project deliverables are submitted by the upcoming deadline
CUST020459|Auto Loan|157000|2025-01-02|Please ensure that that your comments are incorporated into the final version of the agreement
CUST031891|Home Loan|43000|2024-08-29|I finally got time to we could check out that new movie you mentioned last month
CUST007904|Business Loan|395000|2024-11-26|The requested documents have been prepared and that the updated policy guidelines have been distributed to all departments
CUST068795|Education Loan|834000|2024-05-29|Thinking we should we could host a small get-together at my place this weekend
CUST037709|Business Loan|241000|2024-08-11|Hey I was thinking we could try that new pizza place everyone keeps recommending
CUST029057|Credit Card Loan|645000|2025-03-12|Please ensure that that the invoice details are correctly reflected in your records
CUST047508|Personal Loan|464000|2024-05-03|It has been way too long since we could spend a lazy Sunday just binge-watching old shows
CUST028544|Home Loan|429000|2024-08-28|I am writing to follow up that the updated policy guidelines have been distributed to all departments
CUST033651|Home Loan|339000|2025-03-15|I finally got time to we could hang out by the beach before it gets colder again
CUST077579|Top-Up Loan|443000|2024-05-10|We are awaiting your confirmation that your comments are incorporated into the final version of the agreement
CUST067769|Travel Loan|369000|2024-05-17|I would like to inform you that the scheduled timeline for the project remains unchanged
CUST034686|Home Loan|143000|2025-04-08|Thank you for your attention that all compliance requirements have been successfully met
CUST002780|Auto Loan|993000|2025-03-27|Please ensure that that your comments are incorporated into the final version of the agreement
CUST013389|Home Loan|863000|2025-03-12|Kindly let me know that the revised contract terms are reviewed and accepted
CUST069087|Education Loan|18000|2024-05-25|Please ensure that that there are no pending items before the closure of this phase
CUST001063|Auto Loan|780000|2024-08-25|It would be greatly appreciated if that the updated policy guidelines have been distributed to all departments
CUST074470|Auto Loan|581000|2024-11-19|Hey I was thinking we could go for a hike if the weather stays good
CUST017837|Personal Loan|28000|2025-03-31|I finally got time to we could start working on that project idea we joked about earlier
CUST016767|Home Loan|185000|2025-01-09|I am writing to follow up that the invoice details are correctly reflected in your records
CUST020288|Credit Card Loan|705000|2025-03-06|Please ensure that that your valuable feedback is shared with the broader management team
CUST086771|Business Loan|586000|2024-08-12|We should arrange a meeting that we maintain open communication during the implementation period
CUST079838|Top-Up Loan|94000|2024-12-31|I am writing to follow up that your comments are incorporated into the final version of the agreement
CUST021874|Medical Loan|798000|2024-06-25|It has been way too long since we could go for a hike if the weather stays good
CUST009825|Credit Card Loan|485000|2024-07-09|Please do not hesitate to reach out that your valuable feedback is shared with the broader management team
CUST091918|Auto Loan|154000|2025-04-06|Maybe we can plan something we could go on a spontaneous road trip without much planning
CUST003597|Credit Card Loan|785000|2024-10-16|Just wanted to say we could go on a spontaneous road trip without much planning
CUST056690|Home Loan|536000|2024-08-30|Please do not hesitate to reach out that the revised contract terms are reviewed and accepted
CUST018648|Credit Card Loan|249000|2024-10-01|The requested documents have been prepared and that your comments are incorporated into the final version of the agreement
CUST093510|Top-Up Loan|988000|2025-02-15|Please ensure that that the revised contract terms are reviewed and accepted
CUST010765|Travel Loan|550000|2024-04-26|Hey I was thinking we could try that new pizza place everyone keeps recommending
CUST049326|Auto Loan|43000|2024-06-07|Hey I was thinking we could go on a spontaneous road trip without much planning
CUST076382|Auto Loan|263000|2025-03-16|I am writing to follow up that your comments are incorporated into the final version of the agreement
CUST094243|Auto Loan|988000|2024-09-04|We should arrange a meeting that the scheduled timeline for the project remains unchanged
CUST057299|Auto Loan|72000|2025-03-18|Thank you for your attention that all compliance requirements have been successfully met
CUST089807|Business Loan|156000|2024-08-12|Thank you for your attention that all compliance requirements have been successfully met
CUST084760|Business Loan|632000|2024-07-06|Please do not hesitate to reach out that the project deliverables are submitted by the upcoming deadline
CUST044196|Loan Against Deposit|467000|2025-03-24|You should definitely join we could start working on that project idea we joked about earlier
CUST060684|Education Loan|23000|2024-09-18|I am writing to follow up that there are no pending items before the closure of this phase
CUST078228|Education Loan|134000|2025-01-15|Please do not hesitate to reach out that your comments are incorporated into the final version of the agreement
CUST062960|Auto Loan|445000|2024-08-28|Thank you for your attention that the scheduled timeline for the project remains unchanged
CUST041448|Personal Loan|794000|2024-09-19|Please ensure that that the invoice details are correctly reflected in your records
CUST050473|Personal Loan|436000|2025-04-08|Maybe we can plan something we could go for a hike if the weather stays good
CUST086345|Personal Loan|609000|2025-03-29|Maybe we can plan something we could start working on that project idea we joked about earlier
CUST015808|Personal Loan|425000|2025-03-02|It would be greatly appreciated if that your comments are incorporated into the final version of the agreement
CUST005667|Travel Loan|563000|2024-09-25|Thank you for your attention that there are no pending items before the closure of this phase
CUST014739|Auto Loan|260000|2025-01-10|Hey I was thinking we could grab dinner sometime this week and catch up properly
CUST093098|Education Loan|309000|2024-06-15|Please do not hesitate to reach out that your comments are incorporated into the final version of the agreement
CUST019949|Top-Up Loan|650000|2024-07-22|We seriously need to we could host a small get-together at my place this weekend
CUST021019|Home Loan|194000|2024-06-28|Please do not hesitate to reach out that your comments are incorporated into the final version of the agreement
CUST000126|Credit Card Loan|356000|2025-01-28|Hey I was thinking we could try that new pizza place everyone keeps recommending
CUST062395|Loan Against Deposit|126000|2024-06-03|We seriously need to we could spend a lazy Sunday just binge-watching old shows
CUST065888|Travel Loan|364000|2024-06-05|Let me know if we could start working on that project idea we joked about earlier
CUST000450|Education Loan|959000|2024-08-17|Please do not hesitate to reach out that the revised contract terms are reviewed and accepted
CUST068605|Top-Up Loan|186000|2024-06-14|It would be greatly appreciated if that your valuable feedback is shared with the broader management team
CUST055499|Top-Up Loan|967000|2024-11-19|Maybe we can plan something we could host a small get-together at my place this weekend
CUST020842|Top-Up Loan|207000|2024-12-30|Just wanted to say we could go on a spontaneous road trip without much planning
CUST067915|Personal Loan|168000|2024-10-09|We are awaiting your confirmation that the project deliverables are submitted by the upcoming deadline
CUST005857|Personal Loan|991000|2024-05-27|You should definitely join we could hang out by the beach before it gets colder again
CUST051576|Credit Card Loan|123000|2025-04-16|The requested documents have been prepared and that all compliance requirements have been successfully met
CUST013487|Top-Up Loan|674000|2025-01-03|I would like to inform you that your comments are incorporated into the final version of the agreement
CUST010534|Home Loan|386000|2025-02-01|Kindly let me know that the invoice details are correctly reflected in your records
CUST037585|Auto Loan|750000|2024-04-23|Please do not hesitate to reach out that we maintain open communication during the implementation period
CUST005320|Personal Loan|288000|2024-06-19|We are awaiting your confirmation that the scheduled timeline for the project remains unchanged
CUST052365|Education Loan|81000|2024-12-17|Kindly let me know that all compliance requirements have been successfully met
CUST035539|Auto Loan|151000|2024-07-10|We should arrange a meeting that the invoice details are correctly reflected in your records
CUST021278|Credit Card Loan|754000|2024-08-06|You should definitely join we could book tickets for that concert happening next month
CUST064709|Top-Up Loan|278000|2024-05-10|Kindly let me know that there are no pending items before the closure of this phase
CUST064511|Auto Loan|342000|2025-02-18|Maybe we can plan something we could start working on that project idea we joked about earlier
CUST062767|Auto Loan|399000|2024-06-25|Kindly let me know that the revised contract terms are reviewed and accepted
CUST018254|Travel Loan|742000|2024-05-29|Please do not hesitate to reach out that your valuable feedback is shared with the broader management team
CUST079669|Education Loan|141000|2024-12-02|Please ensure that that the invoice details are correctly reflected in your records
CUST044383|Medical Loan|223000|2024-06-21|You should definitely join we could go for a hike if the weather stays good
CUST020666|Travel Loan|410000|2024-05-26|I finally got time to we could check out that new movie you mentioned last month
CUST013353|Business Loan|225000|2025-01-02|Please ensure that that the invoice details are correctly reflected in your records
CUST008492|Top-Up Loan|306000|2024-11-26|Hey I was thinking we could book tickets for that concert happening next month
CUST082155|Personal Loan|348000|2025-01-04|I am writing to follow up that the invoice details are correctly reflected in your records
CUST031615|Home Loan|399000|2024-05-23|It would be greatly appreciated if that your valuable feedback is shared with the broader management team
CUST075803|Education Loan|339000|2025-04-18|We are awaiting your confirmation that your valuable feedback is shared with the broader management team
CUST039208|Business Loan|828000|2024-09-30|Kindly let me know that the revised contract terms are reviewed and accepted
